age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified
58,Private,142182,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.86487023927494,55-64,reduced,1,1,Private
48,Federal-gov,94342,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.454692356205449,45-54,overtime,1,0,Government
30,Private,41493,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,Canada,<=50K,train,0,0,0,0,0,0,0,0.0,10.633304117453084,25-34,reduced,0,0,Private
18,Private,181712,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.110183798330162,17-24,part_time,1,0,Private
29,Self-emp-not-inc,164607,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.011322168717182,25-34,standard_40,1,1,Self-employed
52,Self-emp-not-inc,41496,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.633376414449176,45-54,overtime,1,1,Self-employed
63,Private,143098,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K,train,0,0,0,0,4064,1,0,8.310169021981912,11.87129197739993,55-64,standard_40,1,1,Private
36,Local-gov,196529,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.188570370394032,35-44,standard_40,1,1,Government
24,Private,157332,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,42,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.96611985725327,17-24,overtime,1,0,Private
30,Local-gov,154935,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.950767407407568,25-34,standard_40,1,0,Government
23,Private,223231,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.315966868388543,17-24,standard_40,0,1,Private
35,Unknown,253860,HS-grad,9,Divorced,Unknown,Unmarried,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.444542152113485,35-44,part_time,1,0,Unpaid/Unknown
21,Private,362589,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.801027998323583,17-24,part_time,1,0,Private
28,Private,94880,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,43,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,11.460378753805015,25-34,overtime,0,0,Private
20,Private,309580,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.64297504930548,17-24,standard_40,1,0,Private
18,Private,130389,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,<=50K,train,0,1,0,0,0,0,0,0.0,11.778285238417517,17-24,part_time,0,0,Private
21,Private,349365,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.763875362273474,17-24,part_time,1,0,Private
27,Private,376936,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.839833343712609,25-34,standard_40,1,0,Private
42,Private,179557,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.098253554495678,35-44,standard_40,1,0,Private
21,Private,105577,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.567205295216562,17-24,reduced,1,0,Private
51,Private,224207,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.320329471409998,45-54,standard_40,1,1,Private
27,Federal-gov,47907,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.777037784067398,25-34,standard_40,1,0,Government
23,Self-emp-not-inc,191283,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.161514513665963,17-24,standard_40,1,0,Self-employed
57,Private,20953,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1902,40,United-States,>50K,train,0,0,0,1,-1902,0,1,0.0,9.950084837912911,55-64,standard_40,1,1,Private
22,State-gov,186569,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.136561782766044,17-24,part_time,1,0,Government
59,Private,43221,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K,train,0,1,0,1,0,0,0,0.0,10.674104903862972,55-64,very_high,1,1,Private
38,Private,161141,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.990041242821745,35-44,standard_40,1,0,Private
20,Private,203003,HS-grad,9,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.220980962263292,17-24,standard_40,1,0,Private
90,Private,141758,9th,5,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.861883711637955,65+,standard_40,1,0,Private
35,Private,113322,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.637997427296819,35-44,standard_40,1,1,Private
50,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.747954978241317,45-54,standard_40,1,1,Private
45,Private,214068,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.274053671941179,45-54,overtime,1,1,Private
44,Private,116632,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.666787531724168,35-44,overtime,1,1,Private
23,Private,240160,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.389064810749359,17-24,standard_40,1,0,Private
34,Private,516337,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,train,0,0,1,0,0,0,0,0.0,13.154516868779142,25-34,standard_40,0,1,Private
23,Self-emp-inc,284651,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,43,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.559022660527036,17-24,overtime,1,0,Self-employed
39,State-gov,141420,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.859496536268855,35-44,standard_40,1,1,Government
19,Private,42750,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.663147865904188,17-24,very_high,1,0,Private
54,Private,165278,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.015390233996342,45-54,standard_40,1,1,Private
40,Private,167265,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,43,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.027340638586752,35-44,overtime,1,0,Private
44,Private,139907,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.848740342721293,35-44,overtime,1,0,Private
31,Self-emp-inc,236415,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.373348244118857,25-34,part_time,1,1,Self-employed
25,Private,312966,9th,5,Separated,Handlers-cleaners,Other-relative,White,Male,0,0,40,El-Salvador,<=50K,train,0,0,0,0,0,0,0,0.0,12.653853032654116,25-34,standard_40,0,0,Private
33,Private,118941,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,32,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.686391258320153,25-34,reduced,1,1,Private
32,Private,198068,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.196370733818416,25-34,very_high,1,0,Private
36,Private,373952,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.83188540005053,35-44,standard_40,1,1,Private
47,Self-emp-not-inc,236111,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.37206154770323,45-54,very_high,1,1,Self-employed
80,Private,157778,Masters,14,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,10,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.968950598690094,65+,part_time,1,0,Private
21,Private,143604,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.8748217539316,17-24,part_time,1,0,Private
35,Self-emp-not-inc,319831,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.675551136915155,35-44,very_high,1,1,Self-employed
77,Unknown,132728,Masters,14,Divorced,Unknown,Not-in-family,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.796064734500101,65+,overtime,1,0,Unpaid/Unknown
30,Private,137606,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,5013,0,40,United-States,<=50K,train,0,0,0,0,5013,1,0,8.519989278718239,11.832157075280463,25-34,standard_40,1,1,Private
35,Unknown,61343,HS-grad,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.02425264584537,35-44,standard_40,1,1,Unpaid/Unknown
49,Private,268234,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.499618740942523,45-54,standard_40,1,1,Private
33,Private,100135,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1740,25,United-States,<=50K,train,0,1,0,0,-1740,0,1,0.0,11.514284541007859,25-34,reduced,1,1,Private
53,Self-emp-not-inc,34973,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.462360207273605,45-54,overtime,1,1,Self-employed
41,Private,323790,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.68785352490424,35-44,very_high,1,0,Private
57,Private,319733,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Poland,>50K,train,0,0,0,1,0,0,0,0.0,12.67524467909605,55-64,standard_40,0,1,Private
21,Unknown,180339,Some-college,10,Never-married,Unknown,Own-child,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.102599237053898,17-24,reduced,1,0,Unpaid/Unknown
19,Private,125591,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.740793836720153,17-24,standard_40,1,0,Private
28,Private,60772,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.014900890374633,25-34,overtime,1,0,Private
42,Federal-gov,74680,Masters,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,2001,60,United-States,<=50K,train,0,1,0,0,-2001,0,1,0.0,11.220980988031995,35-44,very_high,1,0,Government
29,Self-emp-not-inc,141185,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.857833448983936,25-34,very_high,1,1,Self-employed
38,Unknown,204668,Assoc-voc,11,Separated,Unknown,Unmarried,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.229149319047648,35-44,reduced,1,0,Unpaid/Unknown
26,Private,273792,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.52012762540302,25-34,part_time,1,0,Private
41,Private,70037,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,3004,60,Unknown,>50K,train,0,1,0,1,-3004,0,1,0.0,11.156793230880718,35-44,very_high,0,0,Private
40,Private,343068,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.745686872097632,35-44,standard_40,1,0,Private
36,Self-emp-not-inc,177907,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.089021841726602,35-44,standard_40,1,0,Self-employed
28,Private,144063,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.878012924266404,25-34,standard_40,1,1,Private
25,Self-emp-not-inc,257574,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.459066218813268,25-34,part_time,1,0,Self-employed
42,Self-emp-not-inc,67065,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.113432488132354,35-44,very_high,1,1,Self-employed
32,Private,183356,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.119190351118121,25-34,standard_40,1,0,Private
32,Private,152940,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.937807505088674,25-34,reduced,1,0,Private
37,Private,227128,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.333273416990833,35-44,standard_40,1,1,Private
39,Local-gov,45607,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.727838418711418,35-44,very_high,1,1,Government
49,Private,155489,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.954336699851861,45-54,standard_40,1,1,Private
28,Unknown,230704,HS-grad,9,Never-married,Unknown,Not-in-family,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.348895117095603,25-34,standard_40,1,0,Unpaid/Unknown
24,Unknown,267955,9th,5,Never-married,Unknown,Own-child,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.498578066909651,17-24,part_time,1,0,Unpaid/Unknown
19,Private,165115,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.014403536175708,17-24,standard_40,1,0,Private
31,Private,49923,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.818257128038343,25-34,standard_40,1,1,Private
40,Private,272240,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.514442982397544,35-44,standard_40,1,0,Private
29,Private,255476,7th-8th,4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,<=50K,train,0,1,0,0,0,0,0,0.0,12.45088766500442,25-34,reduced,0,0,Private
59,Private,194290,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.177112314169202,55-64,overtime,1,1,Private
52,Private,145548,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.888268078658927,45-54,standard_40,1,1,Private
27,Private,175262,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.07404298188888,25-34,standard_40,1,0,Private
45,Local-gov,37306,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,10.526936255584875,45-54,overtime,1,1,Government
58,Private,137547,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South,<=50K,train,0,0,0,0,0,0,0,0.0,11.8317282260798,55-64,standard_40,0,1,Private
53,Private,276515,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Cuba,<=50K,train,0,0,0,0,0,0,0,0.0,12.530023964454791,45-54,standard_40,0,0,Private
23,Private,174626,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.070407549607491,17-24,reduced,1,0,Private
35,Private,215310,11th,7,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.27983877354756,35-44,standard_40,1,0,Private
49,Private,332355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.713961962563879,45-54,standard_40,1,1,Private
49,Private,204057,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.226159546142355,45-54,standard_40,1,0,Private
25,Private,391591,12th,8,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.877975760420624,25-34,standard_40,1,0,Private
47,Private,169092,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.038204138405957,45-54,overtime,1,0,Private
28,Private,230743,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.349064149860189,25-34,standard_40,1,0,Private
20,Private,190963,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.159840207588472,17-24,reduced,1,0,Private
74,Unknown,204840,5th-6th,3,Married-civ-spouse,Unknown,Husband,White,Male,0,0,56,Mexico,<=50K,train,0,1,0,0,0,0,0,0.0,12.229989347423583,65+,very_high,0,1,Unpaid/Unknown
19,Private,169853,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.042694523502774,17-24,reduced,1,0,Private
28,Private,212091,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,<=50K,train,0,0,0,0,2580,1,0,7.855932199718614,12.26477542178391,25-34,standard_40,1,1,Private
31,Private,202822,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.220088956497282,25-34,standard_40,1,0,Private
61,Unknown,226989,Some-college,10,Married-spouse-absent,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.332661242629747,55-64,standard_40,1,1,Unpaid/Unknown
30,Private,140011,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.849483412203897,25-34,very_high,1,1,Private
20,Unknown,432376,Some-college,10,Never-married,Unknown,Own-child,White,Male,0,0,40,Germany,<=50K,train,0,0,0,0,0,0,0,0.0,12.977053171843112,17-24,standard_40,0,0,Unpaid/Unknown
35,Private,90273,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Unknown,>50K,train,0,0,0,1,0,0,0,0.0,11.41060476882039,35-44,standard_40,0,1,Private
23,Private,224424,Bachelors,13,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.321296854624888,17-24,standard_40,1,0,Private
25,Private,168943,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K,train,0,1,0,1,0,0,0,0.0,12.037322578046295,25-34,reduced,1,1,Private
19,Private,571853,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K,train,0,1,1,0,0,0,0,0.0,13.256638993026204,17-24,reduced,1,0,Private
30,Private,156464,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.960587621778181,25-34,overtime,1,0,Private
26,Private,108542,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.594901686815309,25-34,reduced,1,0,Private
34,Local-gov,194325,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.177292440103448,25-34,overtime,1,1,Government
49,Private,114797,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.650929341113057,45-54,standard_40,1,0,Private
